Go.	Gå!
Tom must've told Mary.	Tom må have fortalt Mary det.
Tom never spoke to me.	Tom talte aldrig med mig.
Tom opened a pizzeria.	Tom åbnede et pizzeria.
Tom opened the window.	Tom åbnede vinduet.
Tom pressed his pants.	Tom strøg sine bukser.
Tom recovered quickly.	Tom kom sig hurtigt.
Tom refused our offer.	Tom afviste vores tilbud.
Tom said Mary was shy.	Tom sagde at Mary var genert.
Tom said he knew Mary.	Tom sagde at han kendte Mary.
Tom said he'd do that.	Tom sagde at han ville gøre det.
Tom said you had come.	Tom sagde at du var kommet.
Tom sat down on a log.	Tom satte sig på en træstamme.
Tom set the bird free.	Tom slap fuglen fri.
Tom should be worried.	Tom burde være bekymret.
Tom slept on the sofa.	Tom sov på sofaen.
Tom stroked his beard.	Tom strøg sig over skægget.
Tom talks like a girl.	Tom taler som en pige.
Tom taught me to sing.	Tom lærte mig at synge.
Tom teaches in French.	Tom underviser på fransk.
Tom teaches me French.	Tom lærer mig fransk.
Tom told Mary his age.	Tom fortalte Mary hvor gammel han var.
Tom turned himself in.	Tom meldte sig selv.
Tom used to play golf.	Tom plejede at spille golf.
Tom waited in the car.	Tom ventede i bilen.
Tom wanted an apology.	Tom ønskede en undskyldning.
Tom was in the shower.	Tom var under bruseren.
Tom was thirteen then.	Tom var dengang tretten.
Tom was very impolite.	Tom var meget uhøflig.
Tom wasn't handcuffed.	Tom blev ikke lagt i håndjern.
Tom watched a Western.	Tom så en western.
Tom watched a Western.	Tom så en cowboyfilm.
Tom weeded the garden.	Tom lugede haven.
Tom weeded the garden.	Tom har luget haven.
Tom will be impressed.	Tom vil blive imponeret.
Tom will probably win.	Tom vinder sandsynligvis.
Tom would never agree.	Det ville Tom aldrig være enig i.
Tom's answer is wrong.	Toms svar er forkert.
Tom's car was totaled.	Toms bil blev totalskadet.
Tom's glass was empty.	Toms glas var tomt.
Tom's horse reared up.	Toms hest stejlede.
Tom's socks are dirty.	Toms sokker er beskidte.
Tomorrow is Christmas.	I morgen er det jul.
Try to get some sleep.	Prøv at få noget søvn.
War broke out in 1941.	Krigen brød ud i 1941.
War is not inevitable.	Krig er ikke uundgåelig.
We all agree with you.	Vi er alle enige med dig.
We all agree with you.	Vi er alle enige med jer.
We are short of money.	Vi mangler penge.
We can't just give up.	Vi kan ikke bare give op.
We have a lot of time.	Vi har masser af tid.
We have two daughters.	Vi har to døtre.
We have yellow apples.	Vi har gule æbler.
We love eating apples.	Vi elsker at spise æbler.
We love our customers.	Vi elsker vores kunder.
We need to be careful.	Vi er nødt til at være forsigtige.
We ran to the station.	Vi løb til stationen.
We should work faster.	Vi bliver nødt til at arbejde hurtigere.
We took turns driving.	Vi skiftedes til at køre.
We're getting married.	Vi skal giftes!
We're learning French.	Vi er ved at lære fransk.
We've overslept again.	Vi har igen sovet for længe.
We've overslept again.	Vi har igen sovet over os!
We've written to them.	Vi har skrevet til dem.
Were you up all night?	Var du oppe hele natten?
What I need is a loan.	Hvad jeg brug for, er et lån.
What Tom says is true.	Det Tom siger, er sandt.
What a disappointment!	Sikken skuffelse!
What are you drinking?	Hvad er det du drikker?
What are you planning?	Hvad er det du planlægger?
What are you planning?	Hvad planlægger du?
What are your worries?	Hvad er dine bekymringer?
What book did you buy?	Hvilken bog købte du?
What book did you buy?	Hvilken bog har du købt?
What can you teach me?	Hvad kan du lære mig?
What did Tom give you?	Hvad gav Tom dig?
What did she do today?	Hvad har hun lavet i dag?
What did you do today?	Hvad har du lavet i dag?
What did you tell Tom?	Hvad sagde du til Tom?
What did you tell Tom?	Hvad har du sagt til Tom?
What did you tell Tom?	Hvad sagde I til Tom?
What do you guys have?	Hvad har I?
What does your dad do?	Hvad laver din far?
What is going on here?	Hvad sker der her?
What is the cat up to?	Hvad har katten for?
What is the next stop?	Hvad er næste stop?
What on earth is this?	Hvad i alverden er dette?
What ship were you on?	Hvilket skib var du på?
What should I do next?	Hvad skal jeg gøre nu?
What should I do next?	Hvad bør jeg gøre nu?
What should we do now?	Hvad skal vi gøre nu?
What's going on today?	Hvad sker der i dag?
What's happening here?	Hvad sker der her?
What's in the package?	Hvad er der i pakken?
What's more important?	Hvad er vigtigere?
What's wrong with you?	Hvad er der galt med dig?
When did Tom say that?	Hvornår sagde Tom det?
When did Tom say that?	Hvornår har Tom sagt det?
When will you be back?	Hvornår kommer du tilbage?
Where are the toilets?	Hvor er toiletterne?
Where did Tom find it?	Hvor fandt Tom det?
Where did you grow up?	Hvor er du vokset op?
Where is the bathroom?	Hvor er badeværelset?
Where is the elevator?	Hvor er elevatoren?
Where is the evidence?	Hvor er beviserne?
Where is the restroom?	Hvor er badeværelset?
Where is your brother?	Hvor er din bror?
Where's my flashlight?	Hvor er min lommelygte?
Where's my phone book?	Hvor er min telefonbog?
Where's the black cat?	Hvor er den sorte kat?
Where's your computer?	Hvor er din computer?
Where's your grandson?	Hvor er dit barnebarn?
Where's your grandson?	Hvor er din sønnesøn?
Where's your grandson?	Hvor er din dattersøn?
Who am I talking with?	Hvem taler jeg med?
Who are you afraid of?	Hvem er du bange for?
Who built the snowman?	Hvem har lavet snemanden?
Who else did you tell?	Hvem ellers har du fortalt det til?
Who made the decision?	Hvem traf beslutningen?
Who sold you this car?	Hvem solgte denne bil til dig?
Who taught you French?	Hvem har lært dig fransk?
Who told you all that?	Hvem fortalte dig alt det?
Who told you all that?	Hvem har fortalt dig alt det?
Who will come with me?	Hvem kommer med mig?
Who wrote this letter?	Hvem har skrevet dette brev?
Who's the best hunter?	Hvem er den bedste jæger?
Whose bicycle is this?	Hvis cykel er dette?
Whose books are these?	Hvis bøger er disse?
Whose is this bicycle?	Hvis er denne cykel?
Whose side are you on?	Hvis side er du på?
Why are you mad at me?	Hvorfor er du vred på mig?
Why did they fire Tom?	Hvorfor fyrede de Tom?
Why did you come here?	Hvorfor er du kommet herhen?
Why do you live alone?	Hvorfor bor du alene?
Why don't you like me?	Hvorfor kan du ikke lide mig?
Why is that a problem?	Hvorfor er det et problem?
Why were you shouting?	Hvorfor råbte du?
Will you travel alone?	Skal du rejse alene?
Winter is approaching.	Vinteren nærmer sig.
Women are also people.	Kvinder er også mennesker.
Write everything down.	Skriv alt ned.
Write your goals down.	Skriv dine mål ned.
You are a good person.	Du er et godt menneske.
You are going too far.	Du går for langt.
You are very arrogant.	Du er meget arrogant.
You can't kill us all.	Du kan ikke slå os alle ihjel.
You can't kill us all.	I kan ikke slå os alle ihjel.
You can't kill us all.	Du kan ikke dræbe os alle.
You can't kill us all.	I kan ikke dræbe os alle.
You cannot be serious.	Det kan du ikke mene!
You do have a problem.	Du har virkelig et problem.
You don't have to lie.	Du behøver ikke at lyve.
You don't have to pay.	Du behøver ikke at betale.
You have a cute smile.	Du har et sødt smil.
You have three wishes.	Du har tre ønsker.
You heard what I said.	Du hørte hvad jeg sagde.
You live too far away.	Du bor for langt væk.
You look kind of down.	Du ser lidt trist ud.
You may keep the book.	Du kan beholde bogen.
You reap what you sow.	Man høster hvad man sår.
You reap what you sow.	I høster hvad I sår.
You reap what you sow.	Du høster hvad du sår.
You reap what you sow.	Man ligger som man har redt.
You reap what you sow.	Man får løn som forskyldt.
You recovered quickly.	Du kom dig hurtigt.
You recovered quickly.	Du er kommet dig hurtigt.
You should eat slower.	Du burde spise langsommere.
You'll get used to it.	Du vænner dig til det.
You'll never be alone.	Du vil aldrig være alene.
You'll thank me later.	Du vil takke mig senere.
You're a good husband.	Du er en god mand.
You're pulling my leg.	Du tager gas på mig.
You're too old for me.	Du er for gammel til mig.
You're turning thirty.	Du runder de tredive.
You're very beautiful.	Du er meget smuk.
You're very beautiful.	I er meget smukke.
You've got my goggles.	Du har mine briller.
Your father loves you.	Din far elsker dig.
Your nose is bleeding.	Din næse bløder.
Your parents love you.	Dine forældre elsker dig.
Your phone is ringing.	Din telefon ringer.
Your phone is ringing.	Jeres telefon ringer.
Your shoes are untied.	Snørebåndene på dine sko er gået op.
All I have is one book.	Alt hvad jeg har, er en bog.
All I saw was an apple.	Jeg så kun et æble.
All roads lead to Rome.	Alle veje fører til Rom.
Am I on the right road?	Er jeg på den rigtige vej?
An idea occurred to me.	En idé gik op for mig.
Any other bright ideas?	Andre lyse ideer?
Are we already leaving?	Skal vi allerede afsted?
Are you getting hungry?	Er du ved at være sulten?
Are you in a good mood?	Er du i godt humør?
Are you in a good mood?	Er I i godt humør?
Are you in the library?	Er du på biblioteket?
Aren't you guys coming?	Kommer I ikke?
Ask Tom what he's done.	Spørg Tom hvad han har gjort.
Atlantis was destroyed.	Atlantis blev ødelagt.
Better late than never.	Bedre sent end aldrig.
Better late than never.	Bedre sent end aldrig!
Both children are deaf.	Begge børn er døve.
Both of these are mine.	De er begge mine.
But don't get me wrong.	Men misforstå mig ikke.
Call me this afternoon.	Ring til mig i eftermiddag.
Can I have a doggy bag?	Kan jeg få en doggybag?
Can you gift wrap that?	Kan du pakke den ind som en gave?
Can you gift wrap that?	Kan jeg få den pakket ind som en gave?
Can you gift wrap that?	Kunne jeg få den pakket ind som en gave?
Can you start tomorrow?	Kan du begynde i morgen?
Can you start tomorrow?	Kan I begynde i morgen?
Can't anything be done?	Kan der ikke gøres noget?
Can't you speak French?	Kan du ikke tale fransk?
Come whenever you like.	Kom når du vil.
Come whenever you like.	Kom når I vil.
Come whenever you want.	Kom når I vil.
Cook 300 grams of rice.	Kog 300 gram ris.
Could you gift wrap it?	Kunne jeg få det pakket ind som gave?
Could you gift wrap it?	Kunne jeg få den pakket ind som gave?
Could you have done it?	Kunne du have gjort det?
Dancing is not a crime.	At danse er ingen forbrydelse.
Dancing is not a crime.	Dans er ingen forbrydelse.
Did I ask your opinion?	Bad jeg om din mening?
Did Tom get my message?	Fik Tom min besked?
Did they find anything?	Fandt de noget?
Did you lose something?	Har du mistet noget?
Did you order the book?	Bestilte du bogen?
Did you read it at all?	Har du overhovedet læst det?
Did you read it at all?	Har du overhovedet læst den?
Did you wash your hair?	Vaskede du dit hår?
Dinner is ready to eat.	Middagsmaden er klar.
Dinner is ready to eat.	Aftensmaden er klar.
Dinner is ready to eat.	Så er der serveret.
Do cats have daydreams?	Dagdrømmer katte?
Do these insects sting?	Stikker disse insekter?
Do you dream in French?	Drømmer du på fransk?
Do you drink green tea?	Drikker du grøn te?
Do you have a bus pass?	Har du et buskort?
Do you have a headache?	Har du hovedpine?
Do you have a solution?	Har du en løsning?
Do you have any apples?	Har I æbler?
Do you have any apples?	Har du æbler?
Do you have any apples?	Har De æbler?
Do you have any change?	Har du småpenge?
Do you have everything?	Har du alt?
Do you have hot towels?	Har du varme håndklæder?
Do you have hot towels?	Har I varme håndklæder?
Do you know who she is?	Ved du hvem hun er?
Do you like apple pies?	Kan du lide æblekage?
Do you like black cats?	Kan du lide sorte katte?
Do you like my new hat?	Kan du lide min nye hat?
Do you like this purse?	Kan du lide denne håndtaske?
Do you like this purse?	Kan du lide denne pung?
Do you read Tom's blog?	Læser du Toms blog?
Do you see what I mean?	Forstår du hvad jeg mener?
Do you study chemistry?	Studerer du kemi?
Do you study chemistry?	Studerer I kemi?
Do you take MasterCard?	Tager I MasterCard?
Do you think in French?	Tænker du på fransk?
Do you use a deodorant?	Bruger du deodorant?
Do you want to be rich?	Ønsker du at være rig?
Do you want to be rich?	Ønsker I at være rige?
Do you want to be rich?	Vil du være rig?
Do you write in French?	Skriver du på fransk?
Does Tom drive to work?	Kører Tom på arbejde?
Does Tom have a tattoo?	Har Tom en tatovering?
Does Tom like tomatoes?	Kan Tom lide tomater?
Does she speak English?	Taler hun engelsk?
Does the bus stop here?	Holder bussen her?
Don't ask me for money.	Bed mig ikke om penge.
Don't deceive yourself.	Nar ikke dig selv.
Don't ever forget that.	Glem det aldrig!
Don't raise your voice.	Hæv ikke stemmen.
Don't sleep too deeply.	Sov ikke for tungt.
Don't take any chances.	Tag ikke chancer.
Don't touch the button.	Rør ikke knappen.
Everyone knows the law.	Alle kender loven.
Everyone pointed at me.	Alle pegede på mig.
Everyone was satisfied.	Alle var tilfredse.
For me, it's important.	For mig er det vigtigt.
Get a hammer and nails.	Få fat i en hammer og nogle søm.
Get me a cup of coffee.	Giv mig en kop kaffe.
Give me a goodbye kiss.	Giv mig et farvelkys.
Give me another chance.	Giv mig en chance til.
God has a plan for you.	Gud har en plan for dig.
God has a plan for you.	Gud har en plan for jer.
Good morning, everyone.	Godmorgen alle.
Hasn't Tom arrived yet?	Er Tom endnu ikke ankommet?
Have fun while you can.	Mor dig mens du kan.
Have you fed the horse?	Har du fodret hesten?
Have you paid the rent?	Har du betalt huslejen?
Have you seen this man?	Har du set denne mand?
He arrived at midnight.	Han ankom ved midnat.
He asked me a question.	Han stillede mig et spørgsmål.
He ate the whole apple.	Han spiste hele æblet.
He became world famous.	Han blev verdensberømt.
He bought a dozen eggs.	Han købte et dusin æg.
He bought a dozen eggs.	Han har købt et dusin æg.
He came home very late.	Han kom meget sent hjem.
He can talk to spirits.	Han kan tale med ånder.
He demanded better pay.	Han forlangte bedre betaling.
He didn't say anything.	Han sagde ikke noget.
He didn't use to drink.	Han plejede ikke at drikke.
He dressed like a girl.	Han klædte sig som en pige.
He fell into the ditch.	Han faldt i grøften.
He fell into the river.	Han faldt i floden.
He found me a nice tie.	Han fandt mig et pænt slips.
He gave the dog a bone.	Han gav hunden et ben.
He got his watch fixed.	Han fik sit ur lavet.
He got the first prize.	Han fik førsteprisen.
He had dark brown hair.	Han havde mørkebrunt hår.
He has three daughters.	Han har tre døtre.
He hung it on the wall.	Han hængte det op på væggen.
He is a good violinist.	Han er en god violinist.
He is afraid of Father.	Han er bange for far.
He is allergic to dust.	Han er allergisk over for støv.
He is blind in one eye.	Han er blind på det ene øje.
He is good for nothing.	Han dur ikke.
He is good for nothing.	Han duer ikke.
He is good for nothing.	Han dutter ikke.
He knocked at the door.	Han bankede på døren.
He knows the city well.	Han kender byen godt.
He left three days ago.	Han tog af sted for tre dage siden.
He likes to play cards.	Han kan godt lide at spille kort.
He likes to read books.	Han kan lide at læse bøger.
He lived a simple life.	Han levede et simpelt liv.
He picked up the phone.	Han tog telefonen.
He played with his cat.	Han legede med sin kat.
